,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,sales_id,product_id,sale_price_per_unit,QTY_in_stock,total_price,product_type,product_name,size,color,purchase_price_per_unit,order_QTY,order_day,order_day_name,order_month,delivery_day,diff_order_and_delivary
31,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,2021-08-24,2021-09-07,977,842,113,3,339,Trousers,Chinos,M,red,100,54,24,Tuesday,8,7,17
32,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,2021-08-24,2021-09-07,978,992,106,1,106,Trousers,Wool,M,yellow,111,43,24,Tuesday,8,7,17
33,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,2021-04-14,2021-04-28,4975,564,100,3,300,Jacket,Bomber,XL,red,90,62,14,Wednesday,4,28,14
34,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,2021-04-14,2021-04-28,4976,837,117,1,117,Jacket,Shearling,M,violet,95,74,14,Wednesday,4,28,14
35,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,2021-04-14,2021-04-28,4977,536,98,1,98,Jacket,Leather,S,yellow,113,41,14,Wednesday,4,28,14
36,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,2021-04-14,2021-04-28,4978,756,109,2,218,Jacket,Peacoat,S,blue,102,50,14,Wednesday,4,28,14
37,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,2021-04-14,2021-04-28,4979,24,96,3,288,Shirt,Oxford Cloth,XL,blue,114,60,14,Wednesday,4,28,14
38,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,2021-04-14,2021-04-28,4980,244,106,1,106,Shirt,Chambray,XL,violet,105,54,14,Wednesday,4,28,14
39,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,2021-10-18,2021-11-13,4439,511,102,2,204,Jacket,Windbreaker,S,blue,109,41,18,Monday,10,13,5
40,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,2021-10-18,2021-11-13,4440,930,96,3,288,Trousers,Drawstring,XS,blue,104,45,18,Monday,10,13,5
41,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,2021-10-18,2021-11-13,4441,1222,105,2,210,Trousers,Pleated,M,violet,90,45,18,Monday,10,13,5
42,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,2021-10-18,2021-11-13,4442,1012,106,3,318,Trousers,Wool,M,violet,111,51,18,Monday,10,13,5
43,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,2021-10-18,2021-11-13,4443,71,118,2,236,Shirt,Flannel,S,red,96,59,18,Monday,10,13,5
44,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,924,219,106,1,106,Shirt,Chambray,XL,orange,105,57,22,Friday,1,15,7
45,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,925,1077,93,2,186,Trousers,Joggers,M,indigo,94,66,22,Friday,1,15,7
46,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,926,130,92,2,184,Shirt,Denim,XS,indigo,115,79,22,Friday,1,15,7
47,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,927,74,118,1,118,Shirt,Flannel,XL,red,96,72,22,Friday,1,15,7
48,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,928,23,96,2,192,Shirt,Oxford Cloth,L,blue,114,59,22,Friday,1,15,7
49,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,929,282,105,1,105,Shirt,Cuban Collar,M,red,93,53,22,Friday,1,15,7
50,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1745,620,112,2,224,Jacket,Cardigan,XS,indigo,118,70,26,Friday,2,8,18
51,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1746,324,109,1,109,Shirt,Mandarin Collar,XL,orange,108,59,26,Friday,2,8,18
52,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1747,147,91,1,91,Shirt,Linen,M,orange,116,42,26,Friday,2,8,18
53,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1748,550,98,3,294,Jacket,Leather,XS,indigo,113,78,26,Friday,2,8,18
54,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1749,976,97,1,97,Trousers,Slim-Fit,S,violet,119,46,26,Friday,2,8,18
55,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1750,409,119,2,238,Shirt,Casual Slim Fit,XL,blue,113,68,26,Friday,2,8,18
56,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,1751,713,119,3,357,Jacket,Trench Coat,L,yellow,112,77,26,Friday,2,8,18
57,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,1318,942,96,1,96,Trousers,Drawstring,M,violet,104,73,13,Tuesday,4,27,14
58,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,1319,1140,102,2,204,Trousers,Cargo Pants,XS,blue,106,73,13,Tuesday,4,27,14
59,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,1320,73,118,3,354,Shirt,Flannel,L,red,96,77,13,Tuesday,4,27,14
60,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,1321,1225,112,1,112,Trousers,Tracksuit Bottoms,XS,red,91,55,13,Tuesday,4,27,14
61,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,1322,513,102,3,306,Jacket,Windbreaker,L,blue,109,41,13,Tuesday,4,27,14
62,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,1323,581,100,1,100,Jacket,Bomber,S,blue,90,50,13,Tuesday,4,27,14
63,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,2145,191,98,3,294,Shirt,Camp Collared,S,green,112,60,20,Wednesday,10,3,17
64,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,2146,652,93,1,93,Jacket,Coach,M,blue,115,54,20,Wednesday,10,3,17
65,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,2147,769,109,2,218,Jacket,Peacoat,XL,violet,102,42,20,Wednesday,10,3,17
66,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,2148,6,96,1,96,Shirt,Oxford Cloth,S,orange,114,72,20,Wednesday,10,3,17
67,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,3177,1249,112,1,112,Trousers,Tracksuit Bottoms,XL,blue,91,68,10,Wednesday,3,22,12
68,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,3178,25,96,1,96,Shirt,Oxford Cloth,XS,indigo,114,61,10,Wednesday,3,22,12
69,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,3179,161,91,2,182,Shirt,Linen,S,blue,116,77,10,Wednesday,3,22,12
70,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,3180,1039,90,1,90,Trousers,Relaxed Leg,XL,blue,95,40,10,Wednesday,3,22,12
71,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,3181,840,113,3,339,Trousers,Chinos,XS,red,100,69,10,Wednesday,3,22,12
72,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1873,1145,102,1,102,Trousers,Cargo Pants,XS,indigo,106,51,19,Wednesday,5,28,9
73,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1874,1006,106,3,318,Trousers,Wool,S,indigo,111,45,19,Wednesday,5,28,9
74,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1875,197,98,2,196,Shirt,Camp Collared,M,blue,112,65,19,Wednesday,5,28,9
75,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1876,235,106,3,318,Shirt,Chambray,XS,indigo,105,75,19,Wednesday,5,28,9
76,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1877,968,97,1,97,Trousers,Slim-Fit,L,blue,119,49,19,Wednesday,5,28,9
77,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1878,851,113,2,226,Trousers,Chinos,S,yellow,100,40,19,Wednesday,5,28,9
78,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1879,628,112,1,112,Jacket,Cardigan,L,violet,118,66,19,Wednesday,5,28,9
79,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,1880,126,92,1,92,Shirt,Denim,S,blue,115,47,19,Wednesday,5,28,9
80,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,3065,615,112,2,224,Jacket,Cardigan,XS,blue,118,54,13,Thursday,5,14,1
81,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,3066,215,106,2,212,Shirt,Chambray,XS,orange,105,76,13,Thursday,5,14,1
82,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,3067,1252,112,1,112,Trousers,Tracksuit Bottoms,M,indigo,91,59,13,Thursday,5,14,1
83,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,3068,422,107,3,321,Jacket,Denim,M,red,92,43,13,Thursday,5,14,1
84,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,2021-01-07,2021-01-20,3293,811,117,1,117,Jacket,Shearling,S,orange,95,53,7,Thursday,1,20,13
85,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,2021-01-07,2021-01-20,3294,312,105,1,105,Shirt,Cuban Collar,M,violet,93,67,7,Thursday,1,20,13
86,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3310,788,91,3,273,Jacket,Pullover,L,green,114,72,15,Monday,3,30,15
87,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3311,388,119,2,238,Shirt,Casual Slim Fit,L,red,113,78,15,Monday,3,30,15
88,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3312,1149,102,3,306,Trousers,Cargo Pants,XL,indigo,106,64,15,Monday,3,30,15
89,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3313,955,97,3,291,Trousers,Slim-Fit,XS,yellow,119,59,15,Monday,3,30,15
90,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3314,48,104,3,312,Shirt,Dress,L,yellow,119,56,15,Monday,3,30,15
91,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3315,481,118,1,118,Jacket,Puffer,S,indigo,110,62,15,Monday,3,30,15
92,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3316,1079,93,1,93,Trousers,Joggers,XL,indigo,94,66,15,Monday,3,30,15
93,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3317,478,118,3,354,Jacket,Puffer,L,blue,110,48,15,Monday,3,30,15
94,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3318,903,94,1,94,Trousers,Cords,L,indigo,113,62,15,Monday,3,30,15
95,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3319,214,106,1,106,Shirt,Chambray,XL,red,105,42,15,Monday,3,30,15
96,22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,3320,77,118,3,354,Shirt,Flannel,M,orange,96,68,15,Monday,3,30,15
97,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2553,576,100,1,100,Jacket,Bomber,S,green,90,54,23,Sunday,5,13,10
98,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2554,1007,106,3,318,Trousers,Wool,M,indigo,111,56,23,Sunday,5,13,10
99,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2555,817,117,1,117,Jacket,Shearling,M,yellow,95,60,23,Sunday,5,13,10
100,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2556,1057,93,2,186,Trousers,Joggers,M,orange,94,52,23,Sunday,5,13,10
101,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2557,346,109,1,109,Shirt,Mandarin Collar,S,violet,108,73,23,Sunday,5,13,10
102,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2558,1181,99,1,99,Trousers,High-Waisted,S,indigo,98,79,23,Sunday,5,13,10
103,23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,2559,860,113,3,339,Trousers,Chinos,XS,blue,100,69,23,Sunday,5,13,10
104,25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,3032,536,98,2,196,Jacket,Leather,S,yellow,113,41,22,Thursday,4,8,14
105,25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,3033,196,98,3,294,Shirt,Camp Collared,S,blue,112,75,22,Thursday,4,8,14
106,25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,3034,900,94,3,282,Trousers,Cords,XS,indigo,113,47,22,Thursday,4,8,14
107,25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,3035,177,98,1,98,Shirt,Camp Collared,M,red,112,64,22,Thursday,4,8,14
108,25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,3036,1033,90,3,270,Trousers,Relaxed Leg,L,green,95,62,22,Thursday,4,8,14
109,25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,3037,872,113,1,113,Trousers,Chinos,M,violet,100,54,22,Thursday,4,8,14
110,26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,2749,63,104,3,312,Shirt,Dress,L,indigo,119,71,4,Wednesday,8,9,5
111,26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,2750,707,119,2,238,Jacket,Trench Coat,M,orange,112,43,4,Wednesday,8,9,5
112,26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,2751,399,119,1,119,Shirt,Casual Slim Fit,XL,yellow,113,78,4,Wednesday,8,9,5
113,26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,2752,623,112,2,224,Jacket,Cardigan,L,indigo,118,40,4,Wednesday,8,9,5
114,26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,2753,1233,112,3,336,Trousers,Tracksuit Bottoms,L,orange,91,73,4,Wednesday,8,9,5
